Circuit,Date,Excel Time,Value,Notes
A,12/29/2023 04:48:19 PM EST,45289.70022,3547,
A,12/29/2023 05:03:20 PM EST,45289.71065,3655,
A,12/29/2023 05:18:21 PM EST,45289.72108,3639,
A,12/29/2023 05:33:22 PM EST,45289.7315,3648,
A,12/29/2023 05:48:23 PM EST,45289.74193,3697,
A,12/29/2023 06:03:24 PM EST,45289.75236,3616,
A,12/29/2023 06:18:25 PM EST,45289.76279,3613,
A,12/29/2023 06:33:26 PM EST,45289.77322,3677,
A,12/29/2023 06:48:27 PM EST,45289.78365,3651,
A,12/29/2023 07:03:28 PM EST,45289.79407,3563,
A,12/29/2023 07:18:29 PM EST,45289.8045,3626,
A,12/29/2023 07:33:30 PM EST,45289.81493,3536,
A,12/29/2023 07:48:31 PM EST,45289.82536,3620,
A,12/29/2023 08:03:32 PM EST,45289.83579,3540,
A,12/29/2023 08:18:33 PM EST,45289.84622,3586,
A,12/29/2023 08:33:34 PM EST,45289.85664,3614,
A,12/29/2023 08:48:35 PM EST,45289.86707,3566,
A,12/29/2023 09:03:36 PM EST,45289.8775,3570,
A,12/29/2023 09:18:37 PM EST,45289.88793,3525,
A,12/29/2023 09:33:38 PM EST,45289.89836,3443,
A,12/29/2023 09:48:39 PM EST,45289.90878,3520,
A,12/29/2023 10:03:40 PM EST,45289.91921,3500,
A,12/29/2023 10:18:41 PM EST,45289.92964,3597,
A,12/29/2023 10:33:42 PM EST,45289.94007,3571,
A,12/29/2023 10:48:43 PM EST,45289.9505,3590,
A,12/29/2023 11:03:44 PM EST,45289.96093,3474,
A,12/29/2023 11:18:45 PM EST,45289.97135,3474,
A,12/29/2023 11:33:46 PM EST,45289.98178,3461,
A,12/29/2023 11:48:47 PM EST,45289.99221,3426,
A,12/30/2023 12:03:48 AM EST,45290.00264,3368,
A,12/30/2023 12:18:49 AM EST,45290.01307,3375,
A,12/30/2023 12:33:50 AM EST,45290.0235,3345,
A,12/30/2023 12:48:51 AM EST,45290.03392,3427,
A,12/30/2023 01:03:52 AM EST,45290.04435,3395,
A,12/30/2023 01:18:53 AM EST,45290.05478,3420,
A,12/30/2023 01:33:54 AM EST,45290.06521,3407,
A,12/30/2023 01:48:55 AM EST,45290.07564,3427,
A,12/30/2023 02:03:56 AM EST,45290.08606,3505,
A,12/30/2023 02:18:57 AM EST,45290.09649,3483,
A,12/30/2023 02:33:58 AM EST,45290.10692,3526,
A,12/30/2023 02:48:59 AM EST,45290.11735,3435,
A,12/30/2023 03:04:00 AM EST,45290.12778,3417,
A,12/30/2023 03:19:01 AM EST,45290.13821,3368,
A,12/30/2023 03:34:02 AM EST,45290.14863,3442,
A,12/30/2023 03:49:03 AM EST,45290.15906,3493,
A,12/30/2023 04:04:05 AM EST,45290.1695,3419,
A,12/30/2023 04:19:06 AM EST,45290.17993,3533,
A,12/30/2023 04:34:07 AM EST,45290.19036,3461,
A,12/30/2023 04:49:08 AM EST,45290.20079,3468,
A,12/30/2023 05:04:09 AM EST,45290.21122,3531,
A,12/30/2023 05:19:10 AM EST,45290.22164,3667,
A,12/30/2023 05:34:11 AM EST,45290.23207,3655,
A,12/30/2023 05:49:12 AM EST,45290.2425,3596,
A,12/30/2023 06:04:13 AM EST,45290.25293,3594,
A,12/30/2023 06:19:14 AM EST,45290.26336,3668,
A,12/30/2023 06:34:15 AM EST,45290.27378,3542,
A,12/30/2023 06:49:16 AM EST,45290.28421,3708,
A,12/30/2023 07:04:17 AM EST,45290.29464,3626,
A,12/30/2023 07:19:18 AM EST,45290.30507,3697,
A,12/30/2023 07:34:19 AM EST,45290.3155,3735,
A,12/30/2023 07:49:20 AM EST,45290.32593,3568,
A,12/30/2023 08:04:21 AM EST,45290.33635,3467,
A,12/30/2023 08:19:22 AM EST,45290.34678,3509,
A,12/30/2023 08:34:23 AM EST,45290.35721,3349,
A,12/30/2023 08:49:24 AM EST,45290.36764,3431,
A,12/30/2023 09:04:25 AM EST,45290.37807,3447,
A,12/30/2023 09:19:26 AM EST,45290.3885,3467,
A,12/30/2023 09:34:27 AM EST,45290.39892,3407,
A,12/30/2023 09:49:28 AM EST,45290.40935,3421,
A,12/30/2023 10:04:29 AM EST,45290.41978,3461,
A,12/30/2023 10:19:30 AM EST,45290.43021,3247,
A,12/30/2023 10:34:31 AM EST,45290.44064,3356,
A,12/30/2023 10:49:32 AM EST,45290.45106,3414,
A,12/30/2023 11:04:33 AM EST,45290.46149,3332,
A,12/30/2023 11:19:34 AM EST,45290.47192,3108,
A,12/30/2023 11:34:35 AM EST,45290.48235,3195,
A,12/30/2023 11:49:36 AM EST,45290.49278,3386,
A,12/30/2023 12:04:37 PM EST,45290.50321,3234,
A,12/30/2023 12:19:38 PM EST,45290.51363,3305,
A,12/30/2023 12:34:39 PM EST,45290.52406,3192,
A,12/30/2023 12:49:40 PM EST,45290.53449,3507,
A,12/30/2023 01:04:41 PM EST,45290.54492,3320,
A,12/30/2023 01:19:42 PM EST,45290.55535,3265,
A,12/30/2023 01:34:43 PM EST,45290.56578,3289,
A,12/30/2023 01:49:44 PM EST,45290.5762,3210,
A,12/30/2023 02:04:45 PM EST,45290.58663,3282,
A,12/30/2023 02:19:46 PM EST,45290.59706,3270,
A,12/30/2023 02:34:47 PM EST,45290.60749,3147,
A,12/30/2023 02:49:48 PM EST,45290.61792,3210,
A,12/30/2023 03:04:49 PM EST,45290.62834,3304,
A,12/30/2023 03:19:50 PM EST,45290.63877,3402,
A,12/30/2023 03:34:51 PM EST,45290.6492,3408,
A,12/30/2023 03:49:52 PM EST,45290.65963,3440,
A,12/30/2023 04:04:53 PM EST,45290.67006,3415,
A,12/30/2023 04:19:54 PM EST,45290.68049,3554,
A,12/30/2023 04:34:55 PM EST,45290.69091,3649,
A,12/30/2023 04:49:56 PM EST,45290.70134,3645,
A,12/30/2023 05:04:57 PM EST,45290.71177,3745,
A,12/30/2023 05:19:58 PM EST,45290.7222,3737,
A,12/30/2023 05:34:59 PM EST,45290.73263,3671,
A,12/30/2023 05:50:00 PM EST,45290.74306,3708,
A,12/30/2023 06:05:01 PM EST,45290.75348,3691,
A,12/30/2023 06:20:02 PM EST,45290.76391,3728,
A,12/30/2023 06:35:03 PM EST,45290.77434,3730,
A,12/30/2023 06:50:04 PM EST,45290.78477,3711,
A,12/30/2023 07:05:05 PM EST,45290.7952,3703,
A,12/30/2023 07:20:06 PM EST,45290.80563,3663,
A,12/30/2023 07:35:07 PM EST,45290.81605,3610,
A,12/30/2023 07:50:08 PM EST,45290.82648,3617,
A,12/30/2023 08:05:09 PM EST,45290.83691,3659,
A,12/30/2023 08:20:10 PM EST,45290.84734,3668,
A,12/30/2023 08:35:11 PM EST,45290.85777,3698,
A,12/30/2023 08:50:12 PM EST,45290.86819,3700,
A,12/30/2023 09:05:13 PM EST,45290.87862,3652,
A,12/30/2023 09:20:14 PM EST,45290.88905,3627,
A,12/30/2023 09:35:15 PM EST,45290.89948,3652,
A,12/30/2023 09:50:16 PM EST,45290.90991,3587,
A,12/30/2023 10:05:17 PM EST,45290.92034,3623,
A,12/30/2023 10:20:19 PM EST,45290.93078,3662,
A,12/30/2023 10:35:20 PM EST,45290.9412,3550,
A,12/30/2023 10:50:21 PM EST,45290.95163,3615,
A,12/30/2023 11:05:22 PM EST,45290.96206,3564,
A,12/30/2023 11:20:23 PM EST,45290.97249,3430,
A,12/30/2023 11:35:24 PM EST,45290.98292,3363,
A,12/30/2023 11:50:25 PM EST,45290.99334,3423,
A,12/31/2023 12:05:26 AM EST,45291.00377,3317,
A,12/31/2023 12:20:27 AM EST,45291.0142,3376,
A,12/31/2023 12:35:28 AM EST,45291.02463,3381,
A,12/31/2023 12:50:29 AM EST,45291.03506,3398,
A,12/31/2023 01:05:30 AM EST,45291.04549,3414,
A,12/31/2023 01:20:31 AM EST,45291.05591,3505,
A,12/31/2023 01:35:32 AM EST,45291.06634,3506,
A,12/31/2023 01:50:33 AM EST,45291.07677,3505,
A,12/31/2023 02:05:34 AM EST,45291.0872,3478,
A,12/31/2023 02:20:35 AM EST,45291.09763,3462,
A,12/31/2023 02:35:36 AM EST,45291.10806,3427,
A,12/31/2023 02:50:37 AM EST,45291.11848,3454,
A,12/31/2023 03:05:38 AM EST,45291.12891,3496,
A,12/31/2023 03:20:39 AM EST,45291.13934,3605,
A,12/31/2023 03:35:40 AM EST,45291.14977,3499,
A,12/31/2023 03:50:41 AM EST,45291.1602,3571,
A,12/31/2023 04:05:42 AM EST,45291.17063,3579,
A,12/31/2023 04:20:43 AM EST,45291.18105,3483,
A,12/31/2023 04:35:44 AM EST,45291.19148,3499,
A,12/31/2023 04:50:45 AM EST,45291.20191,3512,
A,12/31/2023 05:05:46 AM EST,45291.21234,3549,
A,12/31/2023 05:20:47 AM EST,45291.22277,3677,
A,12/31/2023 05:35:48 AM EST,45291.23319,3764,
A,12/31/2023 05:50:49 AM EST,45291.24362,3688,
A,12/31/2023 06:05:50 AM EST,45291.25405,3630,
A,12/31/2023 06:20:51 AM EST,45291.26448,3624,
A,12/31/2023 06:35:52 AM EST,45291.27491,3578,
A,12/31/2023 06:50:53 AM EST,45291.28534,3630,
A,12/31/2023 07:05:54 AM EST,45291.29576,3607,
A,12/31/2023 07:20:55 AM EST,45291.30619,3621,
A,12/31/2023 07:35:56 AM EST,45291.31662,3564,
A,12/31/2023 07:50:57 AM EST,45291.32705,3644,
A,12/31/2023 08:05:58 AM EST,45291.33748,3449,
A,12/31/2023 08:20:59 AM EST,45291.34791,3401,
A,12/31/2023 08:36:00 AM EST,45291.35833,3300,
A,12/31/2023 08:51:01 AM EST,45291.36876,3291,
A,12/31/2023 09:06:02 AM EST,45291.37919,3322,
A,12/31/2023 09:21:03 AM EST,45291.38962,3311,
A,12/31/2023 09:36:04 AM EST,45291.40005,3333,
A,12/31/2023 09:51:05 AM EST,45291.41047,3310,
A,12/31/2023 10:06:06 AM EST,45291.4209,3382,
A,12/31/2023 10:21:07 AM EST,45291.43133,3270,
A,12/31/2023 10:36:08 AM EST,45291.44176,3263,
A,12/31/2023 10:51:09 AM EST,45291.45219,3208,
A,12/31/2023 11:06:10 AM EST,45291.46262,3225,
A,12/31/2023 11:21:11 AM EST,45291.47304,3278,
A,12/31/2023 11:36:12 AM EST,45291.48347,3265,
A,12/31/2023 11:51:13 AM EST,45291.4939,3250,
A,12/31/2023 12:06:14 PM EST,45291.50433,3205,
A,12/31/2023 12:21:15 PM EST,45291.51476,3244,
A,12/31/2023 12:36:16 PM EST,45291.52519,3232,
A,12/31/2023 12:51:17 PM EST,45291.53561,3341,
A,12/31/2023 01:06:18 PM EST,45291.54604,3363,
A,12/31/2023 01:21:19 PM EST,45291.55647,3335,
A,12/31/2023 01:36:20 PM EST,45291.5669,3212,
A,12/31/2023 01:51:21 PM EST,45291.57733,3285,
A,12/31/2023 02:06:22 PM EST,45291.58775,3356,
A,12/31/2023 02:21:23 PM EST,45291.59818,3354,
A,12/31/2023 02:36:24 PM EST,45291.60861,3248,
A,12/31/2023 02:51:25 PM EST,45291.61904,3413,
A,12/31/2023 03:06:26 PM EST,45291.62947,3322,
A,12/31/2023 03:21:27 PM EST,45291.6399,3308,
A,12/31/2023 03:36:28 PM EST,45291.65032,3412,
A,12/31/2023 03:51:29 PM EST,45291.66075,3309,
A,12/31/2023 04:06:30 PM EST,45291.67118,3440,
A,12/31/2023 04:21:32 PM EST,45291.68162,3358,
A,12/31/2023 04:36:33 PM EST,45291.69205,3531,
A,12/31/2023 04:51:34 PM EST,45291.70248,3627,
A,12/31/2023 05:06:35 PM EST,45291.71291,3732,
A,12/31/2023 05:21:36 PM EST,45291.72333,3561,
A,12/31/2023 05:36:37 PM EST,45291.73376,3661,
A,12/31/2023 05:51:38 PM EST,45291.74419,3660,
A,12/31/2023 06:06:39 PM EST,45291.75462,3628,
A,12/31/2023 06:21:40 PM EST,45291.76505,3668,
A,12/31/2023 06:36:41 PM EST,45291.77547,3656,
A,12/31/2023 06:51:42 PM EST,45291.7859,3628,
A,12/31/2023 07:06:43 PM EST,45291.79633,3608,
A,12/31/2023 07:21:44 PM EST,45291.80676,3571,
A,12/31/2023 07:36:45 PM EST,45291.81719,3579,
A,12/31/2023 07:51:46 PM EST,45291.82762,3687,
A,12/31/2023 08:06:47 PM EST,45291.83804,3585,
A,12/31/2023 08:21:48 PM EST,45291.84847,3640,
A,12/31/2023 08:36:49 PM EST,45291.8589,3638,
A,12/31/2023 08:51:50 PM EST,45291.86933,3630,
A,12/31/2023 09:06:51 PM EST,45291.87976,3587,
A,12/31/2023 09:21:52 PM EST,45291.89019,3601,
A,12/31/2023 09:36:53 PM EST,45291.90061,3643,
A,12/31/2023 09:51:54 PM EST,45291.91104,3606,
A,12/31/2023 10:06:55 PM EST,45291.92147,3671,
A,12/31/2023 10:21:56 PM EST,45291.9319,3636,
A,12/31/2023 10:36:57 PM EST,45291.94233,3665,
A,12/31/2023 10:51:58 PM EST,45291.95275,3646,
A,12/31/2023 11:06:59 PM EST,45291.96318,3496,
A,12/31/2023 11:22:00 PM EST,45291.97361,3513,
A,12/31/2023 11:37:01 PM EST,45291.98404,3561,
A,12/31/2023 11:52:02 PM EST,45291.99447,3399,
A,1/1/2024 12:07:03 AM EST,45292.0049,3447,
A,1/1/2024 12:22:04 AM EST,45292.01532,3456,
A,1/1/2024 12:37:05 AM EST,45292.02575,3490,
A,1/1/2024 12:52:06 AM EST,45292.03618,3396,
A,1/1/2024 01:07:07 AM EST,45292.04661,3416,
A,1/1/2024 01:22:08 AM EST,45292.05704,3432,
A,1/1/2024 01:37:09 AM EST,45292.06747,3492,
A,1/1/2024 01:52:10 AM EST,45292.07789,3505,
A,1/1/2024 02:07:11 AM EST,45292.08832,3495,
A,1/1/2024 02:22:12 AM EST,45292.09875,3557,
A,1/1/2024 02:37:13 AM EST,45292.10918,3543,
A,1/1/2024 02:52:14 AM EST,45292.11961,3532,
A,1/1/2024 03:07:15 AM EST,45292.13003,3605,
A,1/1/2024 03:22:16 AM EST,45292.14046,3579,
A,1/1/2024 03:37:17 AM EST,45292.15089,3609,
A,1/1/2024 03:52:18 AM EST,45292.16132,3531,
A,1/1/2024 04:07:19 AM EST,45292.17175,3542,
A,1/1/2024 04:22:20 AM EST,45292.18218,3543,
A,1/1/2024 04:37:21 AM EST,45292.1926,3588,
A,1/1/2024 04:52:22 AM EST,45292.20303,3628,
A,1/1/2024 05:07:23 AM EST,45292.21346,3667,
A,1/1/2024 05:22:24 AM EST,45292.22389,3601,
A,1/1/2024 05:37:25 AM EST,45292.23432,3638,
A,1/1/2024 05:52:26 AM EST,45292.24475,3692,
A,1/1/2024 06:07:27 AM EST,45292.25517,3644,
A,1/1/2024 06:22:28 AM EST,45292.2656,3626,
A,1/1/2024 06:37:29 AM EST,45292.27603,3493,
A,1/1/2024 06:52:30 AM EST,45292.28646,3487,
A,1/1/2024 07:07:31 AM EST,45292.29689,3454,
A,1/1/2024 07:22:32 AM EST,45292.30731,3506,
A,1/1/2024 07:37:33 AM EST,45292.31774,3469,
A,1/1/2024 07:52:34 AM EST,45292.32817,3446,
A,1/1/2024 08:07:35 AM EST,45292.3386,3299,
A,1/1/2024 08:22:36 AM EST,45292.34903,3192,
A,1/1/2024 08:37:37 AM EST,45292.35946,3161,
A,1/1/2024 08:52:38 AM EST,45292.36988,3191,
A,1/1/2024 09:07:39 AM EST,45292.38031,3239,
A,1/1/2024 09:22:40 AM EST,45292.39074,3428,
A,1/1/2024 09:37:41 AM EST,45292.40117,3293,
A,1/1/2024 09:52:42 AM EST,45292.4116,3292,
A,1/1/2024 10:07:43 AM EST,45292.42203,3203,
A,1/1/2024 10:22:44 AM EST,45292.43245,3271,
A,1/1/2024 10:37:46 AM EST,45292.44289,3246,
A,1/1/2024 10:52:47 AM EST,45292.45332,3187,
A,1/1/2024 11:07:48 AM EST,45292.46375,3374,
A,1/1/2024 11:22:49 AM EST,45292.47418,3295,
A,1/1/2024 11:37:50 AM EST,45292.48461,3155,
A,1/1/2024 11:52:51 AM EST,45292.49503,3168,
A,1/1/2024 12:07:52 PM EST,45292.50546,3143,
A,1/1/2024 12:22:53 PM EST,45292.51589,3186,
A,1/1/2024 12:37:54 PM EST,45292.52632,3203,
A,1/1/2024 12:52:55 PM EST,45292.53675,3186,
A,1/1/2024 01:07:56 PM EST,45292.54718,3196,
A,1/1/2024 01:22:57 PM EST,45292.5576,3170,
A,1/1/2024 01:37:58 PM EST,45292.56803,3089,
A,1/1/2024 01:52:59 PM EST,45292.57846,3153,
A,1/1/2024 02:08:00 PM EST,45292.58889,3464,
A,1/1/2024 02:23:01 PM EST,45292.59932,3223,
A,1/1/2024 02:38:02 PM EST,45292.60975,3201,
A,1/1/2024 02:53:03 PM EST,45292.62017,3262,
A,1/1/2024 03:08:04 PM EST,45292.6306,3239,
A,1/1/2024 03:23:05 PM EST,45292.64103,3289,
A,1/1/2024 03:38:06 PM EST,45292.65146,3152,
A,1/1/2024 03:53:07 PM EST,45292.66189,3198,
A,1/1/2024 04:08:08 PM EST,45292.67231,3262,
A,1/1/2024 04:23:09 PM EST,45292.68274,3262,
A,1/1/2024 04:38:10 PM EST,45292.69317,3355,
A,1/1/2024 04:53:11 PM EST,45292.7036,3519,
A,1/1/2024 05:08:12 PM EST,45292.71403,3467,
A,1/1/2024 05:23:13 PM EST,45292.72446,3441,
A,1/1/2024 05:38:14 PM EST,45292.73488,3511,
A,1/1/2024 05:53:15 PM EST,45292.74531,3499,
A,1/1/2024 06:08:16 PM EST,45292.75574,3505,
A,1/1/2024 06:23:17 PM EST,45292.76617,3523,
A,1/1/2024 06:38:18 PM EST,45292.7766,3520,
A,1/1/2024 06:53:19 PM EST,45292.78703,3422,
A,1/1/2024 07:08:20 PM EST,45292.79745,3503,
A,1/1/2024 07:23:21 PM EST,45292.80788,3452,
A,1/1/2024 07:38:22 PM EST,45292.81831,3478,
A,1/1/2024 07:53:23 PM EST,45292.82874,3568,
A,1/1/2024 08:08:24 PM EST,45292.83917,3547,
A,1/1/2024 08:23:25 PM EST,45292.84959,3630,
A,1/1/2024 08:38:26 PM EST,45292.86002,3572,
A,1/1/2024 08:53:27 PM EST,45292.87045,3562,
A,1/1/2024 09:08:28 PM EST,45292.88088,3631,
A,1/1/2024 09:23:29 PM EST,45292.89131,3665,
A,1/1/2024 09:38:30 PM EST,45292.90174,3623,
A,1/1/2024 09:53:31 PM EST,45292.91216,3589,
A,1/1/2024 10:08:32 PM EST,45292.92259,3689,
A,1/1/2024 10:23:33 PM EST,45292.93302,3806,
A,1/1/2024 10:38:34 PM EST,45292.94345,3790,
A,1/1/2024 10:53:35 PM EST,45292.95388,3755,
A,1/1/2024 11:08:36 PM EST,45292.96431,3609,
A,1/1/2024 11:23:37 PM EST,45292.97473,3785,
A,1/1/2024 11:38:38 PM EST,45292.98516,3676,
A,1/1/2024 11:53:39 PM EST,45292.99559,3667,
A,1/2/2024 12:08:40 AM EST,45293.00602,4024,
A,1/2/2024 12:23:41 AM EST,45293.01645,4002,
A,1/2/2024 12:38:42 AM EST,45293.02687,3931,
A,1/2/2024 12:53:43 AM EST,45293.0373,3952,
A,1/2/2024 01:08:44 AM EST,45293.04773,3977,
A,1/2/2024 01:23:45 AM EST,45293.05816,3961,
A,1/2/2024 01:38:46 AM EST,45293.06859,4017,
A,1/2/2024 01:53:47 AM EST,45293.07902,3951,
A,1/2/2024 02:08:48 AM EST,45293.08944,3991,
A,1/2/2024 02:23:49 AM EST,45293.09987,3975,
A,1/2/2024 02:38:50 AM EST,45293.1103,4127,
A,1/2/2024 02:53:51 AM EST,45293.12073,3987,
A,1/2/2024 03:08:52 AM EST,45293.13116,4088,
A,1/2/2024 03:23:53 AM EST,45293.14159,3995,
A,1/2/2024 03:38:54 AM EST,45293.15201,3961,
A,1/2/2024 03:53:55 AM EST,45293.16244,4018,
A,1/2/2024 04:08:56 AM EST,45293.17287,3964,
A,1/2/2024 04:23:57 AM EST,45293.1833,4023,
